id,status,title,url,start_at,end_at,going,eventType,venue,city,address,postalCode,lat,lng,host1,host2,host3,host4,host5,topic1,topic2,topic3,topic4,topic5,description
146298342,PAST,Would you guys be interested in a bioinformatics meetup,https://www.meetup.com/pythonireland/events/146298342,2013-11-06T19:00Z,2013-11-06T19:00Z,1,PHYSICAL,National College of Ireland,Dublin,"Mayor Street, Dublin 1 (IFSC area)",,53.344105,-6.267494,,,,,,,,,,,A meetup about how python could be applied within the area of bioinformatics or data analysis within biotech.
149277352,PAST,November Meetup,https://www.meetup.com/pythonireland/events/149277352,2013-11-13T19:00Z,2013-11-13T19:00Z,23,PHYSICAL,The Black Sheep,Dublin 1,61 Capel St,,53.349686,-6.269207,Vicky Twomey-Lee,,,,,,,,,,This months meetup will be in The Black Sheep on Wednesday 13th at 7pm. See you all there!
152795672,PAST,Xmas PyIE Meetup,https://www.meetup.com/pythonireland/events/152795672,2013-12-11T18:30Z,2013-12-11T18:30Z,27,PHYSICAL,Science Gallery,Dublin,"Pearse St, Dublin 2",meetup1,53.343798,-6.24757,Vicky Twomey-Lee,,,,,,,,,,"We will have a talk by Tianyi Wang followed by food and drinks in O'Neill's pub (Pearse Street) afterwards. #FreeFood

Tianyi Wang will be giving a talk about ""Developing web projects with Fabric""

level: Beginners/intermediate
length (in minutes): 30 - 40 mins
Slides: http://slid.es/tianyiwang/developing-web-projects-with-fabric
Abstract :
* Challenges web developers facing
* Identify the repetitive and boring parts
* Introduction to Fabric
* Some Fabric tasks examples
* Introduction to Fabtools
* Some Fabtools examples
* Live demo of bootstrapping a Django application using Fabric
* Introduction to Jinja2 template engine
* Show how to use Jinja2 and Fabric to write Config files
* Live Demo of deploying a Django application using the mechanic showed above
* Conclude how Fabric can solve he repetitive and boring parts during web application development
* QA"
157836542,PAST,January Talks,https://www.meetup.com/pythonireland/events/157836542,2014-01-08T18:30Z,2014-01-08T20:00Z,43,PHYSICAL,Science Gallery,Dublin,"Pearse St, Dublin 2",meetup1,53.343798,-6.24757,Diarmuid Bourke,,,,,,,,,,"We have two talks this month. Thanks to both speakers for volunteering.

Talk 1

Speaker: Kevin Noonan

Title: Essentially Angular: an introduction to AngularJS

Description: An introductory talk on AngularJS, to explain its jargon (""directives"", ""services"", etc.), but mostly showing how an Angular app can be developed, in a tutorial style.

Level: Beginner

Talk 2

Speaker: Ian Llewellyn

Title: API New Year

Description: A briefing on the past, present and future of RTÉ's Radio websites with a focus on the APIs in use.

Level: Intermediate

If anybody is interested in speaking, please let me know in the comments below, or email diarmuid@python.ie

http://www.python.ie/static/images/sponsors/main_logos/science-gallery.png

Venue thanks to The Science GalleryThe Science Gallery is a world first. A new type of venue where today's white-hot scientific issues are thrashed out and you can have your say. A place where ideas meet and opinions collide. -- sciencegallery.com (http://sciencegallery.com/)

We would also like to thank Intercom (https://www.intercom.io/) for sponsoring our meetup.com group (http://www.meetup.com/pythonireland)."
163094832,PAST,Python Ireland meetup,https://www.meetup.com/pythonireland/events/163094832,2014-02-12T18:30Z,2014-02-12T18:30Z,1,PHYSICAL,,,,,,,Vicky Twomey-Lee,,,,,,,,,,We will be having a meetup in Feb. Details to follow.
163094922,PAST,Python Ireland February meetup,https://www.meetup.com/pythonireland/events/163094922,2014-02-12T18:30Z,2014-02-12T18:30Z,58,PHYSICAL,Science Gallery,Dublin,"Pearse St, Dublin 2",meetup1,53.343798,-6.24757,Vicky Twomey-Lee,,,,,,,,,,"Hi all,

Fergal Reid will be giving a talk this month. The location will be confirmed shortly, but most likely will be the Science Gallery from 6:30pm followed by a pub meetup in O'Neills at 8pm.

Title: Introduction to basic bayesian methods, from first principles, using Python.

Description: This talk will introduce the basic principles of bayesian statistics, starting off from scratch. We'll start by introducing the simple ideas behind the bayesian approach, and quickly develop these ideas to the point where they can be used to do simple AB-testing. Full Python code will be provided at every step, so that its easy for programmers to understand.

If the talk goes well, you'll come out with a good overview of the basic ideas of bayesian statistics. Depending on time and interest we might even see some code for more advanced ideas like MCMC methods.

----

Looking forward to seeing you there.

Diarmuid.

http://www.python.ie/static/images/sponsors/main_logos/science-gallery.png

Venue thanks to The Science GalleryThe Science Gallery is a world first. A new type of venue where today's white-hot scientific issues are thrashed out and you can have your say. A place where ideas meet and opinions collide. -- sciencegallery.com (http://sciencegallery.com/)

We would also like to thank Intercom (https://www.intercom.io/) for sponsoring our meetup.com group (http://www.meetup.com/pythonireland)."
165615082,PAST,A pint with Fabio from PyCon Italia and EuroPython (Florence),https://www.meetup.com/pythonireland/events/165615082,2014-02-26T19:00Z,2014-02-26T19:00Z,9,PHYSICAL,Against The Grain,Dublin,Wexford street,,53.337151,-6.26567,Vicky Twomey-Lee,,,,,,,,,,"Hi All,

Fabio (founder of PyCon Italia, chair of past EuroPython in Florence) would love to meet up with PythonIE folks.

Come join us for a pint and banter. :-D

Cheers,

/// Vicky"
163376052,PAST,Python Ireland March meetup,https://www.meetup.com/pythonireland/events/163376052,2014-03-12T18:30Z,2014-03-12T18:30Z,60,PHYSICAL,Science Gallery,Dublin,"Pearse St, Dublin 2",meetup1,53.343798,-6.24757,Vicky Twomey-Lee,,,,,,,,,,"Ingo Keck (http://twitter.com/ingo_keck) will be giving a talk in March.

Before Ingo, Deirdre will be giving a short 10 minute talk about ""Open Data Ireland – Challenges and Potential for Developers""

Description:

The Insight Centre for Data Analytics, NUI Galway is currently collaborating with the Department of Public Expenditure and Reform on advancing Open Data initiatives in Ireland. As part of this process we are tasked with, among other things, drawing together best practice standards for the publication and re-use of Open Data, providing an assessment of sectors where the publication of Open Data has the potential for creating a significant economic and/or societal impact, and defining a road-map on how to progress the project following the initial period of work.

In order to build a sustainable Open Data initiative, it is important to acknowledge the objectives, challenges and needs of all stakeholders, from data publishers and intermediaries, to data-users. Developers are often held up as key data-users in the Open Data value chain.

I would like to attend this week's Python Ireland to discuss Open Data challenges, datasets and objectives that are particularly pertinent for developers, with the goal of including the feedback in our report. As the project we are working on with the government is limited to six weeks and the tasks are quite wide, it is not included in our remit to hold full consultations. However we do want to demonstrate the benefits of engaging directly with developers.

SPEAKER: INGO KECK (35 Minutes)

Title: ""Find Out What Is Behind Your Data: Independent Component Analysis (ICA)""

Description:

Imagine you have a bunch of data and you want to find out what are the processes that created it. Then Independent Component Analysis (ICA) may be able to help you (if certain requirements are fulfilled, as usually). While the subject usually is hidden behind a layer of difficult to understand high order statistics and information theory, the basics are actually easy to explain and the applications numerous, from separating book page scans to high speed WIFI networks. In this talk I will give a short introduction on ICA (very low on maths) with a focus on applications and how to do it in Python.

Post-talk drinks

We will be heading to O'Neill's on Pearse Street (across the road from Science Gallery).

http://www.python.ie/static/images/sponsors/main_logos/science-gallery.png

Venue thanks to The Science GalleryThe Science Gallery is a world first. A new type of venue where today's white-hot scientific issues are thrashed out and you can have your say. A place where ideas meet and opinions collide. -- sciencegallery.com (http://sciencegallery.com/)

We would also like to thank Intercom (https://www.intercom.io/) for sponsoring our meetup.com group (http://www.meetup.com/pythonireland)."
163095032,PAST,Python Ireland April meetup,https://www.meetup.com/pythonireland/events/163095032,2014-04-09T18:30+01:00,2014-04-09T18:30+01:00,80,PHYSICAL,Science Gallery,Dublin,"Pearse St, Dublin 2",meetup1,53.343798,-6.24757,Vicky Twomey-Lee,,,,,,,,,,"Jonathan Sedar will be giving a talk this month. Event is open to everyone, and it's free. We'll be having a few pints afterwards (8PM) at O'Neills Pub across the road on Pearse Street.

Speaker: Jonathan Sedar (@jonsedar (http://twitter.com/jonsedar))

Title: Text mining: Finding hidden information in CRM data

Description: A client in the energy sector wanted to create predictive behavioural models of business customers at the company level, but the CRM data was messy, often containing several sub-accounts for each business, without any grouping identifiers, and so aggregation was impossible. In this talk I describe a short project where we used text mining, a handful of unsupervised learning techniques, and pragmatic use of human skill under time & budgetary constraints, to identify the true company level structures in the CRM data.

http://www.python.ie/static/images/sponsors/main_logos/science-gallery.png

Venue thanks to The Science GalleryThe Science Gallery is a world first. A new type of venue where today's white-hot scientific issues are thrashed out and you can have your say. A place where ideas meet and opinions collide. -- sciencegallery.com (http://sciencegallery.com/)

We would also like to thank Intercom (https://www.intercom.io/) for sponsoring our meetup.com group (http://www.meetup.com/pythonireland)."
167056542,PAST,Python Ireland meetup,https://www.meetup.com/pythonireland/events/167056542,2014-05-14T18:30+01:00,2014-05-14T18:30+01:00,96,PHYSICAL,Science Gallery,Dublin,"Pearse St, Dublin 2",meetup1,53.343798,-6.24757,Vicky Twomey-Lee,,,,,,,,,,"Niall O'Connor from Bank of America Merrill Lynch, will be giving a talk on ""TDD and sustainable code bases"".

Description:
Sprawling code bases, misunderstood requirements and staff turnover usually kill projects. TDD really does help avoid the problems and makes life better for everyone. Python makes it extremely easy for us to do this. See some unbiased real world proof and good examples to help improve the quality and accuracy of our code.

Levels: Beginners/Intermediate/Advanced

After the talk, we will be heading to O'Neill's Pub, Pearse Street.

http://www.python.ie/static/images/sponsors/main_logos/science-gallery.png

Venue thanks to The Science GalleryThe Science Gallery is a world first. A new type of venue where today's white-hot scientific issues are thrashed out and you can have your say. A place where ideas meet and opinions collide. -- sciencegallery.com (http://sciencegallery.com/)

We would also like to thank Intercom (https://www.intercom.io/) for sponsoring our meetup.com group (http://www.meetup.com/pythonireland)."
166581722,PAST,Python Ireland meetup,https://www.meetup.com/pythonireland/events/166581722,2014-06-11T18:30+01:00,2014-06-11T18:30+01:00,61,PHYSICAL,Science Gallery,Dublin,"Pearse St, Dublin 2",meetup1,53.343798,-6.24757,Vicky Twomey-Lee,,,,,,,,,,"Séadna Long of SixMinute Games will be giving us a talk on ""Managing game resources in a CI environment"".

Level: Intermediate

Description:

While developing games, one of the key things you really need to have is the ability to iterate often, and quickly, and when you're dealing with many different teams (devs, artists, designers), this can lead to an incredibly confusing and difficult environment to manage, so having a strong, efficient support system for managing, and manipulating resources is pivotal. When you then mix in releases, and abilities to rollback, and manage versioning, this becomes even more important.

Tech Used: Jenkins & Multiple Amazon libraries

===

All levels welcome, and for some people if this topic is not to your preference, you are welcome to head to the pub first and hold the fort. :-D

===

After the talk, we will be heading to O'Neill's Pub, Pearse Street.

http://www.python.ie/static/images/sponsors/main_logos/science-gallery.png

Venue thanks to The Science GalleryThe Science Gallery is a world first. A new type of venue where today's white-hot scientific issues are thrashed out and you can have your say. A place where ideas meet and opinions collide. -- sciencegallery.com (http://sciencegallery.com/)

We would also like to thank Intercom (https://www.intercom.io/) for sponsoring our meetup.com group (http://www.meetup.com/pythonireland)."
185946732,PAST,Python Ireland meetup,https://www.meetup.com/pythonireland/events/185946732,2014-07-09T18:30+01:00,2014-07-09T18:30+01:00,43,PHYSICAL,Jury's Inn Hotel,Dublin 1,"Moore Street Plaza, Parnell St,",,53.350517,-6.262816,Vicky Twomey-Lee,,,,,,,,,,"Kevin will be talking about ""Probability - Pitfalls, Presumptions and Paradoxes - with Python""

In this talk, we will look at some very interesting concepts of Probability, a subjectarea famously described as ""fertile ground for blunders"".

We will look at some of the most famous of these blunders, and analyse the problems using very basic Python code.
The talk is aimed at beginners, and we will take some time to introduce useful commands aswe go (more experienced coders, we will hope you will bear with us)

We will be heading to The Black Sheep (http://www.galwaybaybrewery.com/blacksheep/) afterwards."
185947542,PAST,Python Ireland August meetup,https://www.meetup.com/pythonireland/events/185947542,2014-08-13T19:30+01:00,2014-08-13T19:30+01:00,84,PHYSICAL,The Warehouse (Engine Yard),Dublin,"35 Barrow Street, Ringsend",,53.340996,-6.236386,Vicky Twomey-Lee,,,,,,,,,,"Marco Forte will be talking ""Physics with Python and computer vision"".

He'll present an overview of the OpenCV and SimpleCV libraries for Python and their applications to physics through their object tracking capabilities combined with Python's scientific computing libraries.

NOTE: Engine Yard will NOT admit anyone BEFORE 19:15.
If you are early, folks will be at The Gasworks (http://www.yelp.ie/biz/the-gasworks-bar-dublin) before heading to Engine Yard.

After the talk, we will be heading back to The Gasworks.

Thanks to Engine Yard (http://engineyard.com/) for hosting and providing beverages.

http://photos1.meetupstatic.com/photos/event/e/7/b/a/600_397859322.jpeg"
200961192,PAST,September Pi-tastic Python Ireland meetup,https://www.meetup.com/pythonireland/events/200961192,2014-09-10T19:30+01:00,2014-09-10T21:30+01:00,61,PHYSICAL,The Warehouse (Engine Yard),Dublin,"35 Barrow Street, Ringsend",,53.340996,-6.236386,Vicky Twomey-Lee,,,,,,,,,,"It's a Pi-tastic meetup this month, we have three speakers for you, Vishal Vatsa, Max Vizard.

** NOTE: Engine Yard will NOT admit anyone BEFORE 19:15.
If you are early, folks will be at The Gasworks (http://www.yelp.ie/biz/the-gasworks-bar-dublin) before heading to Engine Yard.

""Raspberry Pi && PyGame"" by Vishal Vatsa
Level: Beginners:

Abstract:
Intro getting running with PyGame on the Raspberry Pi

About Vish: Python Developer, OpenSource Enthusiast. Defeated wearer of black polo shirts.

""Introduction to Pi GPIO "" by Max Vizard
Level: Beginner-Intermediate

A brief introduction to using the GPIO pins on your Raspberry Pi to interact with the physical world, with simple code samples and hardware demos. This will cover simple IO, PWM, I2C and using NPN transistors to switch bigger loads, with example use cases from my current Pi project, a live Tweeting scoreboard.

About Max: Since graduating from UL with a Bsc in Computer Game Development one year ago, Max has worked with Python web applications in the fields of electricity supply, financial services and games middleware. He is currently employed as an intern software developer at Demonware and in his spare time likes to tinker with electronics, play computer games and tend to his garden.

We will head to The Gasworks after the talks.

THANKS

Engine Yard (http://engineyard.com) for hosting our talks.

Intercom (https://www.intercom.io/) for sponsoring our meetup.com group."
200961222,PAST,Pre PyCon Pub Meetup,https://www.meetup.com/pythonireland/events/200961222,2014-10-08T18:30+01:00,2014-10-08T18:30+01:00,42,PHYSICAL,The Black Sheep,Dublin 1,61 Capel St,,53.349686,-6.269207,Vicky Twomey-Lee,,,,,,,,,,"This meetup is three days before PyCon Ireland 2014, so we will be having a Pre PyCon Pub meetup in The Black Sheep. All are welcome.

Check out http://python.ie/pycon to find out more about PyCon and to purchase your ticket."
200942082,PAST,PyCon Ireland,https://www.meetup.com/pythonireland/events/200942082,2014-10-11T08:00+01:00,2014-10-12T20:00+01:00,65,PHYSICAL,Ballsbridge Hotel,Dublin 4,Ballsbridge,,53.328869,-6.230524,Diarmuid Bourke,,,,,,,,,,"Python Ireland presents PyCon Ireland, the annual Python Developers conference in the Ballsbridge Hotel, Dublin on Oct 11th - 14th. Featuring talks, workshops and tutorials from over 30 speakers. Join over 300 Python enthusiasts from all over Ireland, Europe and further afield.

For more information and to purchase your ticket, go to http://python.ie/pycon

With thanks to our Diamond sponsor, Demonware.

http://photos1.meetupstatic.com/photos/event/2/6/2/2/600_398109762.jpeg"
202684742,PAST,Python Ireland meetup & AGM,https://www.meetup.com/pythonireland/events/202684742,2014-11-12T18:30Z,2014-11-12T18:30Z,79,PHYSICAL,Science Gallery,Dublin,"Pearse St, Dublin 2",meetup1,53.343798,-6.24757,Vicky Twomey-Lee,,,,,,,,,,"Tianyi Wang will be talking about ""Django Rest Framework"".

Description:

- Introduction to Django Rest Framework
- Flexible views
- Viewsets and Routers
- Browseable API
- Testability
- Authentication
- Security
- Documenting your API
- Working with AJAX, CSRF & CORS

We will also have a quick AGM (everyone is welcome). If you want to contribute to Python Ireland community, this is your chance to join us. :-)

Afterwards, we will be heading to O'Neill's Pub, Pearse Street.

Anyone want to speak at December's meetup at Wayra (http://www.meetup.com/pythonireland/events/213108442/), drop us an email at contact@python.ie.

Our Sponsors

http://www.python.ie/static/images/sponsors/main_logos/science-gallery.png

Venue thanks to The Science GalleryThe Science Gallery is a world first. A new type of venue where today's white-hot scientific issues are thrashed out and you can have your say. A place where ideas meet and opinions collide. -- sciencegallery.com (http://sciencegallery.com/)

We would also like to thank Intercom (https://www.intercom.io/) for sponsoring our meetup.com group (http://www.meetup.com/pythonireland)."
213108442,PAST,Python Ireland December meetup,https://www.meetup.com/pythonireland/events/213108442,2014-12-10T19:00Z,2014-12-10T19:00Z,84,PHYSICAL,Wayra,Dublin,27-29 Sir John Rogerson's Quay,,53.346191,-6.24295,Vicky Twomey-Lee,,,,,,,,,,"This is the year end meetup, so let your hair down and chill after a fantastic year of so many cool Python events and PyCon Ireland!

TALK 1

There will be a short 20-30 minute talk by Jakub Jarosz on ""pytest & webtest""
Description:
- modularising tests
- writing fixtures and py.test plugins
- fixtures scope etc.

TALK 2

Luca Marchesotti from Beutifeye will give a short talk about ""Computer vision and Machine learning in python""
Description: In this talk, we will cover the basics of Computer Vison and Machine Learning when it comes to image analysis and large-scale categorisation. We will show with practical examples how to build simple applications taking advantage of state-of-the art and open source python libraries.

TALK 3

Cian Brassil from CloudDock will be speaking about be giving a more high level overview of some areas they're working on, technical challenges they've faced, and development in a startup environment.

Finally we quickly review a case study where we have successfully used python and Computer Vision at Beautifeye.

If you also want to talk at our December meetup, email contact@python.ie if you are interested.

----------------------------------------------------------------------

Thanks to our sponsor CloudDock.

Thanks to Wayra for hosting our meetup and providing the food and beverages.

ABOUT our sponsors

http://i.imgur.com/sZ2iceK.jpg

We are Telefónica’s startup accelerator and we help the best entrepreneurs to grow and build successful businesses. Our acceleration program provides everything you need to take your business to the top. Funding of up to $50,000, a workspace in our academy Ireland, access to a global network of business partners, mentors and experts, plus the opportunity to work with Telefónica businesses around the world. We know the next digital revolution can emerge from anywhere, in technology nobody has the final word. If you have a business or an idea that uses technology to solve the problems of the future, Wayra is your place to make it grow.

http://wayra.co/ie

http://i.imgur.com/jZUVA9j.png

CloudDock is currently the only service that enables fully synchronized collaboration between two users on two different services. The market that CloudDock is servicing is becoming more fragmented, with currently over 20 vendors offing enterprise cloud storage solutions.CloudDock is strategically placed to be the connective layer between the ever-growing lists of cloud storage services.

http://clouddock.co/"
